82, 4.63700008392334, 110, 93
83, 0.0, 76, 0
83, 4.534999847412109, 0, 0
83, 7.818999767303467, 17, 162
85, 7.735000133514404, 59, 141
84, 8.248000144958496, 83, 126
85, 8.342000007629395, 81, 136
86, 8.314000129699707, 87, 113
87, 8.54699993133545, 88, 129
88, 8.154999732971191, 89, 122
90, 8.510000228881836, 86, 135
90, 8.276000022888184, 88, 131
90, 7.940000057220459, 89, 109
92, 7.995999813079834, 87, 116
93, 7.763000011444092, 84, 117
94, 8.118000030517578, 82, 131
95, 8.342000007629395, 84, 132
96, 8.314000129699707, 86, 120
97, 8.406999588012695, 85, 135
98, 8.276000022888184, 85, 135
99, 8.276000022888184, 89, 126
99, 8.211000442504883, 87, 128
100, 8.574999809265137, 87, 135
101, 8.314000129699707, 89, 130
102, 8.062000274658203, 88, 121
103, 8.248000144958496, 87, 119
104, 8.248000144958496, 86, 126
104, 8.444000244140625, 87, 127
105, 8.09000015258789, 87, 123
106, 8.118000030517578, 86, 126
107, 8.248000144958496, 85, 131
107, 8.510000228881836, 87, 128
107, 8.444000244140625, 88, 126
108, 8.314000129699707, 88, 122
108, 8.54699993133545, 88, 126
109, 8.154999732971191, 89, 124
109, 8.276000022888184, 86, 119
109, 8.295000076293945, 86, 133
109, 8.314000129699707, 89, 126
109, 8.472000122070312, 87, 131
109, 8.118000030517578, 88, 122
109, 8.062000274658203, 86, 121
109, 8.378999710083008, 87, 121
109, 8.118000030517578, 86, 120
109, 8.09000015258789, 88, 120
109, 8.248000144958496, 84, 121
109, 8.54699993133545, 86, 132
109, 8.687000274658203, 88, 133
109, 8.378999710083008, 90, 140
109, 8.342000007629395, 89, 126
109, 8.378999710083008, 89, 142
109, 8.54699993133545, 85, 131
109, 8.387999534606934, 89, 133
109, 8.406999588012695, 90, 126
110, 8.406999588012695, 88, 119
110, 8.378999710083008, 86, 115
110, 8.342000007629395, 89, 108
110, 8.406999588012695, 87, 109
110, 8.472000122070312, 87, 121
110, 8.118000030517578, 88, 111
110, 8.406999588012695, 86, 128
110, 8.342000007629395, 87, 123
110, 8.406999588012695, 86, 118
110, 8.342000007629395, 88, 119
110, 8.248000144958496, 87, 117
110, 8.491000175476074, 87, 122
110, 8.406999588012695, 88, 116
110, 8.574999809265137, 88, 128
111, 8.248000144958496, 90, 124
111, 8.211000442504883, 87, 124
111, 8.342000007629395, 86, 125
111, 8.472000122070312, 86, 123
111, 8.276000022888184, 87, 130
111, 8.510000228881836, 89, 123
111, 8.314000129699707, 87, 132
111, 8.444000244140625, 87, 122
111, 8.444000244140625, 88, 126
111, 8.211000442504883, 86, 124
111, 8.510000228881836, 87, 126
111, 8.751999855041504, 86, 129
111, 8.444000244140625, 89, 122
111, 8.211000442504883, 90, 114
111, 8.276000022888184, 87, 118
111, 8.387999534606934, 87, 124
112, 8.425999641418457, 87, 131
112, 8.472000122070312, 88, 126
113, 8.444000244140625, 87, 126
114, 8.342000007629395, 89, 123
